Tabela de observabilidade - Troianos - IAG


Iluninação da lua: 53.3 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                           |  mag  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
523671 (2013 FZ27)                 	| RA, DEC 11 05 49.35 -08 29 23.2	| EL, AZ: 57.2  290.1	| Mag: 21.0 	| moon_dis: 117.2
763666 (2012 HX87)                 	| RA, DEC 15 40 45.19 -27 01 39.7	| EL, AZ: 55.5  105.5	| Mag: 22.6 	| moon_dis: 50.6 
(2014 YA50)                        	| RA, DEC 12 46 50.99 +12 24 07.7	| EL, AZ: 54.8  350.3	| Mag: 20.7 	| moon_dis: 104.6
532037 Chiminigagua (2013 FY27)    	| RA, DEC 10 57 23.50 -06 13 32.7	| EL, AZ: 54.2  291.8	| Mag: 22.1 	| moon_dis: 120.2
559182 (2015 BZ518)                	| RA, DEC 15 47 36.59 -23 04 29.5	| EL, AZ: 53.7  98.9 	| Mag: 21.6 	| moon_dis: 50.0 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 18 54.64 -48 26 56.8	| EL, AZ: 53.5  143.4	| Mag: 19.5 	| moon_dis: 53.1 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 51 50.23 -24 33 46.7	| EL, AZ: 52.9  101.5	| Mag: 20.1 	| moon_dis: 48.7 
90482 Orcus (2004 DW)              	| RA, DEC 10 37 36.68 -13 32 26.4	| EL, AZ: 52.9  277.1	| Mag: 19.0 	| moon_dis: 119.6
661238 (2004 DA62)                 	| RA, DEC 15 22 59.09 -48 39 37.2	| EL, AZ: 52.8  143.1	| Mag: 19.7 	| moon_dis: 52.4 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 50 12.93 -20 08 48.2	| EL, AZ: 52.6  94.2 	| Mag: 23.1 	| moon_dis: 50.2 
545293 (2011 FX62)                 	| RA, DEC 15 54 22.36 -34 19 26.9	| EL, AZ: 52.1  117.6	| Mag: 22.0 	| moon_dis: 46.7 
1143 Odysseus (1930 BH)            	| RA, DEC 11 09 49.79 +02 20 00.2	| EL, AZ: 51.7  306.3	| Mag: 15.5 	| moon_dis: 122.0
4063 Euforbo (1989 CG2)            	| RA, DEC 13 21 18.73 +16 01 16.0	| EL, AZ: 51.5  4.4  	| Mag: 16.0 	| moon_dis: 98.4 
(2014 GE54)                        	| RA, DEC 15 20 14.65 -00 25 23.0	| EL, AZ: 51.4  59.8 	| Mag: 22.8 	| moon_dis: 64.8 
523705 (2014 HE200)                	| RA, DEC 15 57 53.81 -18 57 39.3	| EL, AZ: 50.6  92.9 	| Mag: 21.9 	| moon_dis: 48.9 
(2016 VF1)                         	| RA, DEC 15 21 15.40 +01 25 15.3	| EL, AZ: 50.1  57.7 	| Mag: 23.3 	| moon_dis: 65.5 
556004 (2014 HA200)                	| RA, DEC 15 49 23.02 -10 10 48.5	| EL, AZ: 49.9  78.8 	| Mag: 21.3 	| moon_dis: 54.0 
523692 (2014 EZ51)                 	| RA, DEC 16 13 03.62 -27 43 40.3	| EL, AZ: 48.4  107.0	| Mag: 21.3 	| moon_dis: 43.4 
(2009 JE19)                        	| RA, DEC 15 25 22.00 +04 45 06.1	| EL, AZ: 47.1  54.8 	| Mag: 21.4 	| moon_dis: 66.2 
523681 (2014 BV64)                 	| RA, DEC 10 26 42.86 -05 14 55.0	| EL, AZ: 47.1  287.3	| Mag: 21.5 	| moon_dis: 126.9
729736 (2011 OF45)                 	| RA, DEC 10 32 37.78 -02 00 53.5	| EL, AZ: 46.8  292.5	| Mag: 23.0 	| moon_dis: 127.6
136108 Haumea (2003 EL61)          	| RA, DEC 14 42 37.31 +14 31 11.5	| EL, AZ: 46.6  33.7 	| Mag: 17.2 	| moon_dis: 80.3 
136472 Makemake (2005 FY9)         	| RA, DEC 13 26 10.59 +20 59 24.1	| EL, AZ: 46.4  5.5  	| Mag: 17.0 	| moon_dis: 99.4 
55565 Aya (2002 AW197)             	| RA, DEC 10 15 55.74 -07 43 17.1	| EL, AZ: 45.8  282.4	| Mag: 20.0 	| moon_dis: 127.4
555632 (2014 BZ57)                 	| RA, DEC 10 03 20.22 -15 16 49.3	| EL, AZ: 45.5  270.7	| Mag: 20.7 	| moon_dis: 124.4
120216 (2004 EW95)                 	| RA, DEC 16 24 02.60 -43 42 38.4	| EL, AZ: 44.9  130.1	| Mag: 21.1 	| moon_dis: 41.4 
659 Nestor (A908 FE)               	| RA, DEC 10 45 15.39 +08 22 22.9	| EL, AZ: 43.1  306.9	| Mag: 16.4 	| moon_dis: 130.3
(2013 JQ64)                        	| RA, DEC 16 31 38.58 -19 44 24.9	| EL, AZ: 43.0  96.6 	| Mag: 24.4 	| moon_dis: 41.0 
65489 Ceto (2003 FX128)            	| RA, DEC 16 14 26.21 +00 22 49.1	| EL, AZ: 39.6  69.5 	| Mag: 23.2 	| moon_dis: 53.5 
674118 (2015 KH162)                	| RA, DEC 16 17 35.49 -00 55 02.3	| EL, AZ: 39.6  71.4 	| Mag: 22.1 	| moon_dis: 52.2 
(2006 HW122)                       	| RA, DEC 16 51 08.64 -23 12 26.3	| EL, AZ: 39.3  102.3	| Mag: 23.3 	| moon_dis: 35.8 
543354 (2014 AN55)                 	| RA, DEC 10 07 08.28 +03 46 40.5	| EL, AZ: 38.3  294.6	| Mag: 20.9 	| moon_dis: 136.2
469505 (2003 FE128)                	| RA, DEC 16 53 32.12 -19 07 04.5	| EL, AZ: 37.9  97.3 	| Mag: 22.1 	| moon_dis: 36.3 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-10 01:00 -- UTC: 2026-04-10 04:00
120132 (2003 FY128)                	| RA, DEC 14 13 06.80 -24 08 52.8	| EL, AZ: 88.1  156.4	| Mag: 21.0 	| moon_dis: 70.8 
(2014 FC69)                        	| RA, DEC 14 14 10.57 -30 14 19.4	| EL, AZ: 82.1  173.0	| Mag: 24.1 	| moon_dis: 68.6 
525462 (2005 EO304)                	| RA, DEC 14 27 10.31 -11 29 46.5	| EL, AZ: 78.3  21.4 	| Mag: 22.5 	| moon_dis: 72.4 
319 Leona (A891 TA)                	| RA, DEC 14 36 34.30 -08 02 37.2	| EL, AZ: 74.3  25.1 	| Mag: 16.1 	| moon_dis: 71.7 
1437 Diomedes (1937 PB)            	| RA, DEC 13 13 31.55 -33 41 42.7	| EL, AZ: 73.3  224.5	| Mag: 15.4 	| moon_dis: 79.4 
1583 Antilochus (1950 SA)          	| RA, DEC 12 54 22.97 -20 27 19.6	| EL, AZ: 72.4  272.7	| Mag: 15.7 	| moon_dis: 89.0 
(2010 EL139)                       	| RA, DEC 14 33 33.58 -39 20 04.6	| EL, AZ: 72.3  164.6	| Mag: 21.3 	| moon_dis: 62.4 
26375 (1999 DE9)                   	| RA, DEC 13 02 54.92 -13 47 26.9	| EL, AZ: 71.9  295.6	| Mag: 21.1 	| moon_dis: 90.2 
3548 Eurybates (1973 SO)           	| RA, DEC 13 27 00.97 -05 09 09.0	| EL, AZ: 69.9  327.4	| Mag: 16.9 	| moon_dis: 88.6 
763666 (2012 HX87)                 	| RA, DEC 15 40 45.02 -27 01 39.4	| EL, AZ: 68.9  107.2	| Mag: 22.6 	| moon_dis: 51.1 
495613 (2015 FG345)                	| RA, DEC 14 51 00.59 -02 48 58.7	| EL, AZ: 68.0  28.4 	| Mag: 21.4 	| moon_dis: 70.7 
15094 Polymele (1999 WB2)          	| RA, DEC 13 34 03.62 -01 37 49.1	| EL, AZ: 67.5  336.0	| Mag: 19.0 	| moon_dis: 88.5 
471149 (2010 FB49)                 	| RA, DEC 14 35 21.19 -00 45 41.3	| EL, AZ: 67.5  16.8 	| Mag: 21.5 	| moon_dis: 75.1 
559182 (2015 BZ518)                	| RA, DEC 15 47 36.44 -23 04 29.3	| EL, AZ: 67.5  96.4 	| Mag: 21.6 	| moon_dis: 50.5 
588 Achilles (A906 DN)             	| RA, DEC 12 36 15.00 -15 47 22.7	| EL, AZ: 67.0  282.5	| Mag: 15.3 	| moon_dis: 95.0 
(2014 TK34)                        	| RA, DEC 14 17 16.54 +00 52 06.1	| EL, AZ: 66.7  4.6  	| Mag: 26.9 	| moon_dis: 79.9 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 51 50.08 -24 33 46.2	| EL, AZ: 66.5  100.2	| Mag: 20.1 	| moon_dis: 49.2 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 50 12.79 -20 08 47.7	| EL, AZ: 66.5  89.1 	| Mag: 23.1 	| moon_dis: 50.7 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 35 26.39 -12 18 49.1	| EL, AZ: 65.4  290.2	| Mag: 17.6 	| moon_dis: 96.8 
(2010 FX86)                        	| RA, DEC 15 11 08.03 -43 33 54.4	| EL, AZ: 65.3  152.6	| Mag: 21.3 	| moon_dis: 54.9 
523705 (2014 HE200)                	| RA, DEC 15 57 53.65 -18 57 38.6	| EL, AZ: 64.5  87.1 	| Mag: 21.9 	| moon_dis: 49.4 
11351 Leucus (1997 TS25)           	| RA, DEC 12 24 43.02 -15 39 04.2	| EL, AZ: 64.3  280.5	| Mag: 18.2 	| moon_dis: 97.5 
545293 (2011 FX62)                 	| RA, DEC 15 54 22.13 -34 19 27.0	| EL, AZ: 64.2  123.2	| Mag: 22.0 	| moon_dis: 47.1 
58534 Logos (1997 CQ29)            	| RA, DEC 12 54 38.56 -03 01 30.3	| EL, AZ: 63.4  314.0	| Mag: 23.3 	| moon_dis: 96.8 
556004 (2014 HA200)                	| RA, DEC 15 49 22.89 -10 10 47.7	| EL, AZ: 63.2  66.8 	| Mag: 21.3 	| moon_dis: 54.5 
32532 Thereus (2001 PT13)          	| RA, DEC 12 31 20.40 -09 18 21.6	| EL, AZ: 63.0  295.0	| Mag: 19.4 	| moon_dis: 99.1 
690420 (2014 FC72)                 	| RA, DEC 14 13 54.78 +04 35 42.9	| EL, AZ: 63.0  2.2  	| Mag: 21.9 	| moon_dis: 82.3 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 33 19.06 -07 42 43.6	| EL, AZ: 62.5  298.5	| Mag: 15.7 	| moon_dis: 99.4 
(2014 GE54)                        	| RA, DEC 15 20 14.48 -00 25 21.8	| EL, AZ: 62.1  40.2 	| Mag: 22.8 	| moon_dis: 65.3 
523692 (2014 EZ51)                 	| RA, DEC 16 13 03.51 -27 43 40.3	| EL, AZ: 61.7  107.1	| Mag: 21.3 	| moon_dis: 43.9 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 18 54.36 -48 26 57.6	| EL, AZ: 60.6  156.3	| Mag: 19.5 	| moon_dis: 53.5 
(2016 VF1)                         	| RA, DEC 15 21 14.74 +01 25 19.4	| EL, AZ: 60.5  38.4 	| Mag: 23.3 	| moon_dis: 65.9 
3063 Makhaon (1983 PV)             	| RA, DEC 12 05 07.84 -16 52 25.2	| EL, AZ: 60.2  275.0	| Mag: 15.5 	| moon_dis: 100.9
661238 (2004 DA62)                 	| RA, DEC 15 22 56.95 -48 39 57.8	| EL, AZ: 60.0  155.4	| Mag: 19.7 	| moon_dis: 52.8 
(2009 JE19)                        	| RA, DEC 15 25 21.79 +04 45 08.1	| EL, AZ: 57.2  36.4 	| Mag: 21.4 	| moon_dis: 66.7 
(2013 JQ64)                        	| RA, DEC 16 31 38.49 -19 44 24.7	| EL, AZ: 56.9  92.0 	| Mag: 24.4 	| moon_dis: 41.5 
120216 (2004 EW95)                 	| RA, DEC 16 24 02.36 -43 42 40.0	| EL, AZ: 55.1  135.6	| Mag: 21.1 	| moon_dis: 41.8 
(2016 FX58)                        	| RA, DEC 11 47 25.36 -12 00 08.1	| EL, AZ: 54.6  280.9	| Mag: 23.4 	| moon_dis: 107.1
(2006 HW122)                       	| RA, DEC 16 51 08.53 -23 12 26.2	| EL, AZ: 52.9  99.2 	| Mag: 23.3 	| moon_dis: 36.3 
624 Hektor (A907 CF)               	| RA, DEC 11 47 57.69 -07 46 47.5	| EL, AZ: 52.9  287.5	| Mag: 14.4 	| moon_dis: 109.2
674118 (2015 KH162)                	| RA, DEC 16 17 35.41 -00 55 01.4	| EL, AZ: 52.2  59.7 	| Mag: 22.1 	| moon_dis: 52.6 
136108 Haumea (2003 EL61)          	| RA, DEC 14 42 37.16 +14 31 12.7	| EL, AZ: 52.2  12.9 	| Mag: 17.2 	| moon_dis: 80.7 
65489 Ceto (2003 FX128)            	| RA, DEC 16 14 26.09 +00 22 50.3	| EL, AZ: 52.1  57.2 	| Mag: 23.2 	| moon_dis: 54.0 
469505 (2003 FE128)                	| RA, DEC 16 53 32.01 -19 07 04.1	| EL, AZ: 51.7  92.8 	| Mag: 22.1 	| moon_dis: 36.8 
33128 (1998 BU48)                  	| RA, DEC 12 37 11.33 +08 44 47.7	| EL, AZ: 51.5  321.3	| Mag: 22.9 	| moon_dis: 105.8
160140 (2001 DZ3)                  	| RA, DEC 11 32 18.37 -09 54 00.9	| EL, AZ: 50.3  281.8	| Mag: 19.6 	| moon_dis: 111.4
4063 Euforbo (1989 CG2)            	| RA, DEC 13 21 17.52 +16 01 23.0	| EL, AZ: 49.8  341.7	| Mag: 16.0 	| moon_dis: 98.9 
(2014 YA50)                        	| RA, DEC 12 46 50.79 +12 24 08.5	| EL, AZ: 49.7  327.6	| Mag: 20.7 	| moon_dis: 105.1
470308 (2007 JH43)                 	| RA, DEC 17 16 41.65 -27 51 30.2	| EL, AZ: 47.6  107.3	| Mag: 21.0 	| moon_dis: 29.9 
911 Agamemnon (A919 FB)            	| RA, DEC 11 25 19.70 -07 05 45.2	| EL, AZ: 47.6  284.6	| Mag: 15.2 	| moon_dis: 114.3
(2013 SV99)                        	| RA, DEC 16 49 48.26 -03 39 45.4	| EL, AZ: 47.0  70.0 	| Mag: 25.7 	| moon_dis: 44.4 
136472 Makemake (2005 FY9)         	| RA, DEC 13 26 10.42 +20 59 24.9	| EL, AZ: 45.3  345.4	| Mag: 17.0 	| moon_dis: 99.9 
(2013 PQ37)                        	| RA, DEC 16 28 46.10 +07 01 22.1	| EL, AZ: 45.0  53.1 	| Mag: 23.7 	| moon_dis: 54.9 
21900 Orus (1999 VQ10)             	| RA, DEC 11 15 18.12 -06 14 10.7	| EL, AZ: 45.0  284.1	| Mag: 17.2 	| moon_dis: 116.9
40314 (1999 KR16)                  	| RA, DEC 17 03 13.09 -03 26 36.3	| EL, AZ: 43.9  72.0 	| Mag: 21.1 	| moon_dis: 41.7 
523671 (2013 FZ27)                 	| RA, DEC 11 05 49.22 -08 29 22.0	| EL, AZ: 43.8  279.9	| Mag: 21.0 	| moon_dis: 117.6
471172 (2010 JC80)                 	| RA, DEC 17 35 28.31 -24 59 53.1	| EL, AZ: 43.1  103.8	| Mag: 21.3 	| moon_dis: 26.0 
469506 (2003 FF128)                	| RA, DEC 17 36 51.83 -23 02 18.2	| EL, AZ: 42.5  101.2	| Mag: 22.0 	| moon_dis: 26.0 
(2015 KK178)                       	| RA, DEC 17 29 12.60 -14 41 41.6	| EL, AZ: 42.3  89.7 	| Mag: 22.3 	| moon_dis: 30.4 
278361 (2007 JJ43)                 	| RA, DEC 17 40 15.56 -25 08 39.5	| EL, AZ: 42.1  104.2	| Mag: 20.7 	| moon_dis: 24.9 
532037 Chiminigagua (2013 FY27)    	| RA, DEC 10 57 23.42 -06 13 31.9	| EL, AZ: 40.9  281.6	| Mag: 22.1 	| moon_dis: 120.6
1143 Odysseus (1930 BH)            	| RA, DEC 11 09 48.95 +02 20 07.0	| EL, AZ: 39.6  293.4	| Mag: 15.5 	| moon_dis: 122.5
90482 Orcus (2004 DW)              	| RA, DEC 10 37 36.55 -13 32 25.0	| EL, AZ: 39.0  270.4	| Mag: 19.0 	| moon_dis: 120.0
471325 Taowu (2011 KT19)           	| RA, DEC 15 44 09.13 +23 10 50.5	| EL, AZ: 39.0  28.2 	| Mag: 22.4 	| moon_dis: 73.4 
574372 (2010 JO179)                	| RA, DEC 17 09 05.98 +08 22 12.8	| EL, AZ: 36.4  60.0 	| Mag: 21.8 	| moon_dis: 48.4 
119951 (2002 KX14)                 	| RA, DEC 18 06 40.73 -23 32 50.0	| EL, AZ: 35.9  103.5	| Mag: 20.8 	| moon_dis: 19.2 
(2007 JF45)                        	| RA, DEC 17 55 46.12 -12 19 15.6	| EL, AZ: 35.4  89.3 	| Mag: 22.2 	| moon_dis: 26.0 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-10 02:00 -- UTC: 2026-04-10 05:00
763666 (2012 HX87)                 	| RA, DEC 15 40 44.86 -27 01 39.0	| EL, AZ: 81.6  124.7	| Mag: 22.6 	| moon_dis: 51.5 
559182 (2015 BZ518)                	| RA, DEC 15 47 36.30 -23 04 29.1	| EL, AZ: 81.3  95.9 	| Mag: 21.6 	| moon_dis: 50.9 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 50 12.64 -20 08 47.3	| EL, AZ: 80.3  78.1 	| Mag: 23.1 	| moon_dis: 51.2 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 51 49.92 -24 33 45.7	| EL, AZ: 80.2  104.4	| Mag: 20.1 	| moon_dis: 49.6 
523705 (2014 HE200)                	| RA, DEC 15 57 53.49 -18 57 37.9	| EL, AZ: 78.3  74.9 	| Mag: 21.9 	| moon_dis: 49.8 
120132 (2003 FY128)                	| RA, DEC 14 13 06.60 -24 08 52.1	| EL, AZ: 76.9  259.6	| Mag: 21.0 	| moon_dis: 71.3 
(2014 FC69)                        	| RA, DEC 14 14 10.46 -30 14 19.0	| EL, AZ: 75.3  234.9	| Mag: 24.1 	| moon_dis: 69.0 
525462 (2005 EO304)                	| RA, DEC 14 27 10.13 -11 29 45.6	| EL, AZ: 75.0  315.1	| Mag: 22.5 	| moon_dis: 72.9 
523692 (2014 EZ51)                 	| RA, DEC 16 13 03.39 -27 43 40.3	| EL, AZ: 74.8  113.4	| Mag: 21.3 	| moon_dis: 44.3 
545293 (2011 FX62)                 	| RA, DEC 15 54 21.91 -34 19 27.0	| EL, AZ: 74.6  143.0	| Mag: 22.0 	| moon_dis: 47.5 
556004 (2014 HA200)                	| RA, DEC 15 49 22.75 -10 10 46.8	| EL, AZ: 74.5  39.1 	| Mag: 21.3 	| moon_dis: 54.9 
319 Leona (A891 TA)                	| RA, DEC 14 36 32.89 -08 02 25.1	| EL, AZ: 73.5  329.5	| Mag: 16.1 	| moon_dis: 72.2 
(2010 EL139)                       	| RA, DEC 14 33 33.33 -39 20 04.4	| EL, AZ: 71.4  202.4	| Mag: 21.3 	| moon_dis: 62.8 
(2013 JQ64)                        	| RA, DEC 16 31 38.39 -19 44 24.6	| EL, AZ: 70.8  85.6 	| Mag: 24.4 	| moon_dis: 42.0 
495613 (2015 FG345)                	| RA, DEC 14 51 00.40 -02 48 57.8	| EL, AZ: 69.9  346.1	| Mag: 21.4 	| moon_dis: 71.1 
(2010 FX86)                        	| RA, DEC 15 11 07.82 -43 33 54.6	| EL, AZ: 68.9  179.3	| Mag: 21.3 	| moon_dis: 55.3 
(2014 GE54)                        	| RA, DEC 15 20 14.32 -00 25 20.6	| EL, AZ: 67.8  6.7  	| Mag: 22.8 	| moon_dis: 65.7 
471149 (2010 FB49)                 	| RA, DEC 14 35 20.91 -00 45 39.0	| EL, AZ: 66.8  337.5	| Mag: 21.5 	| moon_dis: 75.5 
(2006 HW122)                       	| RA, DEC 16 51 08.43 -23 12 26.1	| EL, AZ: 66.7  96.7 	| Mag: 23.3 	| moon_dis: 36.7 
(2016 VF1)                         	| RA, DEC 15 21 14.08 +01 25 23.5	| EL, AZ: 66.0  6.9  	| Mag: 23.3 	| moon_dis: 66.4 
469505 (2003 FE128)                	| RA, DEC 16 53 31.90 -19 07 03.7	| EL, AZ: 65.6  86.9 	| Mag: 22.1 	| moon_dis: 37.2 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 18 54.09 -48 26 58.4	| EL, AZ: 63.9  176.5	| Mag: 19.5 	| moon_dis: 53.8 
120216 (2004 EW95)                 	| RA, DEC 16 24 02.13 -43 42 41.6	| EL, AZ: 63.8  148.5	| Mag: 21.1 	| moon_dis: 42.1 
661238 (2004 DA62)                 	| RA, DEC 15 22 54.81 -48 40 18.4	| EL, AZ: 63.6  175.0	| Mag: 19.7 	| moon_dis: 53.1 
(2014 TK34)                        	| RA, DEC 14 17 16.09 +00 52 09.0	| EL, AZ: 63.4  329.3	| Mag: 26.9 	| moon_dis: 80.3 
674118 (2015 KH162)                	| RA, DEC 16 17 35.32 -00 55 00.4	| EL, AZ: 62.9  39.6 	| Mag: 22.1 	| moon_dis: 53.0 
(2009 JE19)                        	| RA, DEC 15 25 21.58 +04 45 10.0	| EL, AZ: 62.6  8.3  	| Mag: 21.4 	| moon_dis: 67.1 
65489 Ceto (2003 FX128)            	| RA, DEC 16 14 25.97 +00 22 51.5	| EL, AZ: 62.3  36.6 	| Mag: 23.2 	| moon_dis: 54.4 
1437 Diomedes (1937 PB)            	| RA, DEC 13 13 30.07 -33 41 38.6	| EL, AZ: 62.1  239.7	| Mag: 15.4 	| moon_dis: 79.8 
470308 (2007 JH43)                 	| RA, DEC 17 16 41.56 -27 51 30.5	| EL, AZ: 60.9  107.2	| Mag: 21.0 	| moon_dis: 30.3 
3548 Eurybates (1973 SO)           	| RA, DEC 13 26 59.73 -05 09 03.4	| EL, AZ: 59.7  300.8	| Mag: 16.9 	| moon_dis: 89.0 
690420 (2014 FC72)                 	| RA, DEC 14 13 54.64 +04 35 44.1	| EL, AZ: 59.7  331.3	| Mag: 21.9 	| moon_dis: 82.7 
(2013 SV99)                        	| RA, DEC 16 49 47.93 -03 39 39.7	| EL, AZ: 59.4  55.7 	| Mag: 25.7 	| moon_dis: 44.8 
15094 Polymele (1999 WB2)          	| RA, DEC 13 34 02.37 -01 37 44.2	| EL, AZ: 58.8  308.3	| Mag: 19.0 	| moon_dis: 89.0 
26375 (1999 DE9)                   	| RA, DEC 13 02 54.73 -13 47 25.8	| EL, AZ: 58.7  280.4	| Mag: 21.1 	| moon_dis: 90.6 
1583 Antilochus (1950 SA)          	| RA, DEC 12 54 21.78 -20 27 05.7	| EL, AZ: 58.5  267.0	| Mag: 15.7 	| moon_dis: 89.4 
471172 (2010 JC80)                 	| RA, DEC 17 35 28.24 -24 59 53.2	| EL, AZ: 56.7  101.7	| Mag: 21.3 	| moon_dis: 26.4 
40314 (1999 KR16)                  	| RA, DEC 17 03 12.99 -03 26 34.7	| EL, AZ: 56.6  59.3 	| Mag: 21.1 	| moon_dis: 42.1 
469506 (2003 FF128)                	| RA, DEC 17 36 51.76 -23 02 18.2	| EL, AZ: 56.2  98.2 	| Mag: 22.0 	| moon_dis: 26.4 
(2015 KK178)                       	| RA, DEC 17 29 12.52 -14 41 40.7	| EL, AZ: 56.2  82.8 	| Mag: 22.3 	| moon_dis: 30.8 
278361 (2007 JJ43)                 	| RA, DEC 17 40 15.50 -25 08 39.5	| EL, AZ: 55.6  102.0	| Mag: 20.7 	| moon_dis: 25.3 
(2013 PQ37)                        	| RA, DEC 16 28 45.60 +07 01 36.4	| EL, AZ: 54.8  35.4 	| Mag: 23.7 	| moon_dis: 55.3 
588 Achilles (A906 DN)             	| RA, DEC 12 36 13.74 -15 47 15.6	| EL, AZ: 53.2  273.3	| Mag: 15.3 	| moon_dis: 95.4 
136108 Haumea (2003 EL61)          	| RA, DEC 14 42 37.00 +14 31 13.9	| EL, AZ: 52.4  349.0	| Mag: 17.2 	| moon_dis: 81.1 
58534 Logos (1997 CQ29)            	| RA, DEC 12 54 38.38 -03 01 29.2	| EL, AZ: 51.9  295.6	| Mag: 23.3 	| moon_dis: 97.2 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 35 25.24 -12 18 39.9	| EL, AZ: 51.9  278.7	| Mag: 17.6 	| moon_dis: 97.2 
11351 Leucus (1997 TS25)           	| RA, DEC 12 24 41.90 -15 38 54.6	| EL, AZ: 50.5  272.3	| Mag: 18.2 	| moon_dis: 97.9 
32532 Thereus (2001 PT13)          	| RA, DEC 12 31 19.77 -09 18 15.7	| EL, AZ: 49.8  282.5	| Mag: 19.4 	| moon_dis: 99.5 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 33 17.96 -07 42 30.3	| EL, AZ: 49.6  285.0	| Mag: 15.7 	| moon_dis: 99.8 
119951 (2002 KX14)                 	| RA, DEC 18 06 40.69 -23 32 50.0	| EL, AZ: 49.5  100.4	| Mag: 20.8 	| moon_dis: 19.6 
(2007 JF45)                        	| RA, DEC 17 55 46.08 -12 19 15.0	| EL, AZ: 49.3  82.6 	| Mag: 22.2 	| moon_dis: 26.4 
(2005 LB54)                        	| RA, DEC 18 12 20.99 -23 10 06.7	| EL, AZ: 48.1  100.1	| Mag: 22.1 	| moon_dis: 18.4 
38628 Huya (2000 EB173)            	| RA, DEC 17 54 30.85 -07 52 43.4	| EL, AZ: 47.9  76.3 	| Mag: 19.7 	| moon_dis: 29.3 
574372 (2010 JO179)                	| RA, DEC 17 09 05.91 +08 22 13.9	| EL, AZ: 47.6  46.7 	| Mag: 21.8 	| moon_dis: 48.7 
3063 Makhaon (1983 PV)             	| RA, DEC 12 05 06.67 -16 52 16.3	| EL, AZ: 46.3  268.6	| Mag: 15.5 	| moon_dis: 101.3
(2001 KA77)                        	| RA, DEC 18 24 07.32 -16 17 40.8	| EL, AZ: 44.0  91.2 	| Mag: 22.2 	| moon_dis: 18.5 
471325 Taowu (2011 KT19)           	| RA, DEC 15 44 08.84 +23 10 54.2	| EL, AZ: 43.6  10.8 	| Mag: 22.4 	| moon_dis: 73.7 
174567 Varda (2003 MW12)           	| RA, DEC 18 02 24.71 -01 49 59.0	| EL, AZ: 43.4  69.9 	| Mag: 20.2 	| moon_dis: 32.2 
4063 Euforbo (1989 CG2)            	| RA, DEC 13 21 16.31 +16 01 30.0	| EL, AZ: 43.2  322.9	| Mag: 16.0 	| moon_dis: 99.3 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 37.73 -32 06 57.0	| EL, AZ: 42.7  113.6	| Mag: 19.4 	| moon_dis: 13.1 
33128 (1998 BU48)                  	| RA, DEC 12 37 11.13 +08 44 49.0	| EL, AZ: 41.3  305.5	| Mag: 22.9 	| moon_dis: 106.2
(2016 FX58)                        	| RA, DEC 11 47 25.23 -12 00 07.2	| EL, AZ: 40.8  273.3	| Mag: 23.4 	| moon_dis: 107.5
(2014 YA50)                        	| RA, DEC 12 46 50.59 +12 24 09.3	| EL, AZ: 40.6  311.2	| Mag: 20.7 	| moon_dis: 105.5
136472 Makemake (2005 FY9)         	| RA, DEC 13 26 10.26 +20 59 25.7	| EL, AZ: 39.7  327.8	| Mag: 17.0 	| moon_dis: 100.3
624 Hektor (A907 CF)               	| RA, DEC 11 47 56.48 -07 46 42.9	| EL, AZ: 39.4  278.5	| Mag: 14.4 	| moon_dis: 109.6
523713 (2014 JX80)                 	| RA, DEC 18 08 24.05 +04 46 27.4	| EL, AZ: 38.6  63.5 	| Mag: 22.0 	| moon_dis: 36.6 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 38.74 -14 53 04.6	| EL, AZ: 37.5  91.8 	| Mag: 18.9 	| moon_dis: 14.5 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 47.40 -14 30 14.6	| EL, AZ: 37.1  91.5 	| Mag: 22.1 	| moon_dis: 14.6 
160140 (2001 DZ3)                  	| RA, DEC 11 32 17.19 -09 53 56.4	| EL, AZ: 36.6  274.2	| Mag: 19.6 	| moon_dis: 111.8
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-10 03:00 -- UTC: 2026-04-10 06:00
